ime planinske točke,pot,zahtevnost 
Velika Raduha,Planina Loka - Velika Raduha,lahka označena pot
Velika Raduha,Planina Vodol - Velika Raduha,lahka označena pot
Velika Raduha,Radušnik - Velika Raduha,lahka označena pot
Velika Raduha,Rogovilec - Velika Raduha (mimo Grohata po plezalni poti),zelo zahtevna označena pot
Velika Raduha,Rogovilec - Velika Raduha (preko planine Arta),delno zahtevna označena pot
Velika Raduha,Snežna jama - Velika Raduha,lahka označena pot
Velika Tičarica,Konec ceste na Vogar - Velika Tičarica,zahtevno brezpotje
Velika Tičarica,Koča pri Savici - Velika Tičarica,zahtevno brezpotje
Velika Tičarica,Planina Blato - Velika Tičarica,zahtevno brezpotje
Velika Zelenica,Planina Podvežak - Velika Zelenica (čez Prag),lahka označena pot
Velika Zelenica,Planina Ravne - Velika Zelenica (čez Dleskovec),lahka neoznačena steza
Velika Zelenica,Planina Ravne - Velika Zelenica (čez Dolgo trato),lahka označena pot
Velika Zelenica,Planina Ravne - Velika Zelenica (čez Zelene trate),lahka označena pot
Velika Zelnarica,Koča pri Savici - Velika Zelnarica (čez Vrata),zahtevna označena pot
Velika Zelnarica,Koča pri Savici - Velika Zelnarica (čez Štapce),zahtevna označena pot
Velika Zelnarica,Planina  Blato - Velika Zelnarica (čez Štapce),delno zahtevna označena pot
Velika Zelnarica,Planina Blato - Velika Zelnarica (Za Kopico),lahka neoznačena steza
Velika glava,Rudnik v Topli - Velika glava,lahka neoznačena steza
Velika korita Soče,Lepena - Velika korita Soče,lahka označena pot
Velika Črnelska špica,D postaja - Velika Črnelska špica,zahtevna označena pot
Velika Črnelska špica,Nevejski preval - Velika Črnelska špica (po smučarski progi),zahtevna označena pot
Velika Črnelska špica,Nevejski preval - Velika Črnelska špica (pot 636),zahtevna označena pot
Veliki Babanski Skedenj,Gozdec - Veliki Babanski Skedenj (preko Ruše in čez sedlo Jezerca),delno zahtevna neoznačena pot
Veliki Draški vrh,Konec ceste na Pokljuki  - Veliki Draški vrh (pot čez severni raz),zahtevno brezpotje
Veliki Draški vrh,Konec ceste na Pokljuki - Veliki Draški vrh,delno zahtevna neoznačena pot
Veliki Draški vrh,Rudno polje - Veliki Draški vrh (čez Jezerce in Studorski preval),delno zahtevna neoznačena pot
Veliki Draški vrh,Rudno polje - Veliki Draški vrh (čez Kačji rob),zahtevna označena pot
Veliki Draški vrh,Srednja vas - Veliki Draški vrh (Za Ribnico in čez planino Spodnji Tosc),zahtevna označena pot
Veliki Draški vrh,"Srednja vas - Veliki Draški vrh (Za Ribnico, čez Jezerce in Studorski preval)",delno zahtevna neoznačena pot
Veliki Draški vrh,Uskovnica (Lom) - Veliki Draški vrh (čez Jezerce in Studorski preval),delno zahtevna neoznačena pot
Veliki Draški vrh,Uskovnica (Lom) - Veliki Draški vrh (čez planino Spodnji Tosc),zahtevna označena pot
Veliki Draški vrh,Uskovnica (Razpotje) - Veliki Draški vrh (čez Jezerce in Studorski preval),delno zahtevna neoznačena pot
Veliki Draški vrh,Uskovnica (Razpotje) - Veliki Draški vrh (čez planino Spodnji Tosc),zahtevna označena pot
Veliki Javornik (Ženiklovec),Dom pod Storžičem - Veliki Javornik (Ženiklovec),lahka neoznačena steza
Veliki Javornik (Ženiklovec),Grahovše - Veliki Javornik (Ženiklovec),lahka neoznačena steza
Veliki Javornik (Ženiklovec),Planina Vetrh - Veliki Javornik (Ženiklovec),lahka neoznačena steza
Veliki Javornik (Ženiklovec),Tržiški graben - Veliki Javornik (Ženiklovec),lahka neoznačena steza
Veliki Karman / Monte Chiampon,Rivoli bianchi - Veliki Karman / Monte Chiampon (CAI 708 - 713),delno zahtevna označena pot
Veliki Karman / Monte Chiampon,Scuglielârs - Veliki Karman / Monte Chiampon (CAI 713),zahtevna označena pot
Veliki Karman / Monte Chiampon,Strada di Foredor - Veliki Karman / Monte Chiampon (713),delno zahtevna označena pot
Veliki Lemež,Dom v Lepeni - Veliki Lemež,zahtevno brezpotje
Veliki Lemež,Lepena - Veliki Lemež (čez planino Zagreben),zahtevno brezpotje
Veliki Mošenik / Große Muschenig,Rute / Greuth - Veliki Mošenik / Große Muschenig (skozi Hasengraben),lahka označena pot
Veliki Mošenik / Große Muschenig,Rute / Greuth - Veliki Mošenik / Große Muschenig (čez Podgorsko planino),lahka označena pot
Veliki Nabojs / Monte Nabois grande,Zajzera - Veliki Nabojs / Monte Nabois grande,zelo zahtevna označena pot
Veliki Nabojs / Monte Nabois grande,Zajzera - Veliki Nabojs / Monte Nabois grande (grebenska pot),zelo zahtevna označena pot
Veliki Oltar,Poldov rovt (Vrata) - Veliki Oltar (mimo bivaka),zelo zahtevno brezpotje
Veliki Oltar,Ruski križ - Veliki Oltar (po SZ grebenu),alpinistični vzpon
Veliki Ozebnik,Flori-Zadnja Trenta - Veliki Ozebnik (mimo zavetišča pod Špičkom),zahtevno brezpotje
Veliki Ozebnik,Flori-Zadnja Trenta - Veliki Ozebnik (čez Jalovško škrbino),zahtevno brezpotje
Veliki Ozebnik,Vršič - Veliki Ozebnik (mimo zavetišča pod Špičkom),zahtevno brezpotje
Veliki Ozebnik,Vršič - Veliki Ozebnik (čez Jalovško škrbino),zahtevno brezpotje
Veliki Pršivec,Dolina Krma - Veliki Pršivec,lahko brezpotje
Veliki Rob / Großer Rain,Slovenji Plajberk / Windisch Bleiberg - Veliki Rob / Großer Rain,lahka neoznačena steza
Veliki Rob / Großer Rain,Slovenji Plajberk / Windisch Bleiberg - Veliki Rob / Großer Rain (čez Veronjak / Hausberg),lahka neoznačena steza
Veliki Rob / Großer Rain,Žabnica / Bodental - Veliki Rob / Großer Rain,lahka neoznačena steza
Veliki Rob / Großer Rain,Žabnica / Bodental - Veliki Rob / Großer Rain (čez Veronjak / Hausberg),lahka neoznačena steza
Veliki Rogatec (Veliki Rogac),Konec ceste - Veliki Rogatec (Veliki Rogac) (plezalna pot),zelo zahtevna označena pot
Veliki Rogatec (Veliki Rogac),Podvolovljek (Petkov graben) - Veliki Rogatec (Veliki Rogac),lahka neoznačena steza
Veliki Rogatec (Veliki Rogac),Podvolovljek (Petkov graben) - Veliki Rogatec (Veliki Rogac) (čez Lepenatko),lahka neoznačena steza
Veliki Rogatec (Veliki Rogac),Rogljev mlin - Veliki Rogatec (Veliki Rogac) (preko Lepenatke),zelo zahtevna označena pot
Veliki Rogatec (Veliki Rogac),Sveti Lenart - Veliki Rogatec (Veliki Rogac) (čez Zg. Špeh),delno zahtevna označena pot
Veliki Rogatec (Veliki Rogac),Volovljek - Veliki Rogatec (Veliki Rogac) (mimo Bivaka na Kalu),lahka neoznačena steza
Veliki Rogatec (Veliki Rogac),Volovljek - Veliki Rogatec (Veliki Rogac) (čez Lepenatko),lahka neoznačena steza
Veliki Rogatec (Veliki Rogac),Črnivec - Veliki Rogatec (Veliki Rogac),zelo zahtevna označena pot
Veliki Selišnik,Rudno polje - Veliki Selišnik (čez Kačji rob),lahko brezpotje
Veliki Travnik,Bistra - Veliki Travnik,lahka označena pot
Veliki Travnik,Dolina potoka Žep - Veliki Travnik,lahka označena pot
Veliki Travnik,Dolina potoka Žep - Veliki Travnik (mimo partizanske bolnice),lahka neoznačena steza
Veliki Travnik,Hlipovec - Veliki Travnik,lahka označena pot
Veliki Travnik,Ljubno ob Savinji - Veliki Travnik,lahka označena pot
Veliki Travnik,Planina Vodol - Veliki Travnik,lahka označena pot
Veliki Zvoh,Dom na Gospincu - Veliki Zvoh,lahka označena pot
Veliki Zvoh,Kriška planina - Veliki Zvoh,lahka označena pot
Veliki Zvoh,Markova raven - Veliki Zvoh (po nemarkirani poti čez Razor),lahka neoznačena steza
Veliki Zvoh,Planina Jezerca - Veliki Zvoh (mimo Doma na Krvavcu),lahka označena pot
Veliki Zvoh,Planina Jezerca - Veliki Zvoh (po nemarkirani poti čez Razor),lahka neoznačena steza
Veliki slap Kozjak,Kobarid - Veliki slap Kozjak,lahka označena pot
Veliki vrh,Makekova Kočna - Veliki vrh,lahka označena pot
Veliki vrh (Košuta),Bučan - Veliki vrh (Košuta),zelo zahtevna označena pot
Veliki vrh (Košuta),Globoka dolina - Veliki vrh (Košuta),lahka označena pot
Veliki vrh (Košuta),Ljubelj - Veliki vrh (Košuta) (mimo Koče na Ljubelju),zelo zahtevna označena pot
Veliki vrh (Košuta),Matizovec - Veliki vrh (Košuta),lahka označena pot
Veliki vrh (Košuta),Mrzli studenec - Veliki vrh (Košuta),lahka označena pot
Veliki vrh (Košuta),Podljubelj - Veliki vrh (Košuta) (mimo Matizovca),lahka označena pot
Veliki vrh (Košuta),Sele-Zvrhnji Kot (Male) / Zell-Oberwinkel (Male) - Veliki vrh (Košuta),zelo zahtevna označena pot
Veliki vrh (Košuta),Vranček - Veliki vrh (Košuta) (plezalna pot),zelo zahtevna označena pot
Veliki vrh (Košuta),Zavetišče na planini Šija - Veliki vrh (Košuta) (Kačja pot),lahka neoznačena steza
Veliki vrh (Polovnik),Magozd - Veliki vrh (Polovnik) (Štefkina pot),delno zahtevna neoznačena pot
Veliki vrh (Veža),Planina Podvežak - Veliki vrh (Veža) (čez Prag),lahka označena pot
Veliki vrh (Veža),Planina Ravne - Veliki vrh (Veža) (čez Dleskovec),lahka neoznačena steza
Veliki vrh (Veža),Planina Ravne - Veliki vrh (Veža) (čez Dolgo trato),lahka označena pot
Veliki vrh (Veža),Planina Ravne - Veliki vrh (Veža) (čez Zelene trate),lahka označena pot
Veliki vrh (nad Mežiško dolino),Koča na Pikovem - Veliki vrh (nad Mežiško dolino) (čez Pikov vrh),lahka neoznačena steza
Veliki vrh (nad Mežiško dolino),Mežica - Veliki vrh (nad Mežiško dolino) (čez Pikov vrh),lahka neoznačena steza
Veliki vrh (nad Mežiško dolino),Šumahovo sedlo - Veliki vrh (nad Mežiško dolino),lahka neoznačena steza
Veliki vrh nad Komatevro,Medvodje - Veliki vrh nad Komatevro,lahko brezpotje
Veliki vrh nad Matkovim kotom,Matkov kot - Veliki vrh nad Matkovim kotom,zelo zahtevno brezpotje
Veliki vrh nad Završnikom,Podljubelj - Veliki vrh nad Završnikom,lahka neoznačena steza
Veliki vrh nad Završnikom,Tržič (Čegelše) - Veliki vrh nad Završnikom,lahka neoznačena steza
Veliki vrh nad Završnikom,Tržič - Veliki vrh nad Završnikom (Milanova pot),lahka neoznačena steza
Veliki vrh nad Završnikom,Tržič - Veliki vrh nad Završnikom (pod Kamnekom),lahka označena pot
Veliki vrh nad Završnikom,Tržič - Veliki vrh nad Završnikom (čez Kamnek),lahka označena pot
Veliki Šmohor,Dom v Lepeni - Veliki Šmohor (čez Mali Šmohor),lahko brezpotje
Veliki Šmohor,Dom v Lepeni - Veliki Šmohor (čez planino na Polju),lahko brezpotje
Veliko Kladivo,Dolina - Veliko Kladivo,delno zahtevna označena pot
Veliko Kladivo,Dolina - Veliko Kladivo (mimo kapelice),delno zahtevna označena pot
Veliko Kladivo,Globoka dolina - Veliko Kladivo,delno zahtevna označena pot
Veliko Kladivo,Matizovec - Veliko Kladivo,delno zahtevna označena pot
Veliko Kladivo,Mrzli studenec - Veliko Kladivo,delno zahtevna označena pot
Veliko Kladivo,Planina Pungrat - Veliko Kladivo,zahtevna označena pot
Veliko Kladivo,Zavetišče na planini Šija - Veliko Kladivo (Kačja pot),lahka neoznačena steza
Veliko Kladivo,Zavetišče na planini Šija - Veliko Kladivo (direktna pot),lahka neoznačena steza
Veliko Špičje,Koča  pri Savici - Veliko Špičje (mimo Zasavske koče),zahtevna označena pot
Veliko Špičje,Koča pri Savici - Veliko Špičje,zahtevna označena pot
Veliko Špičje,Planina Blato - Veliko Špičje (Za Kopico),zahtevna označena pot
Veliko Špičje,Planina Blato - Veliko Špičje (čez Štapce),zahtevna označena pot
Veliko Špičje,Trenta - Veliko Špičje,zahtevna označena pot
Veliko Špičje,Vas na Skali - Veliko Špičje (na greben Špičja po Tumovi smeri),zelo zahtevno brezpotje
Veliko Špičje,Zadnjica - Veliko Špičje,zahtevna označena pot
Velo polje,Konec ceste na Pokljuki - Velo polje,lahka označena pot
Velo polje,Planina Blato - Velo polje (čez Grintovico),lahka neoznačena steza
Velo polje,Srednja vas - Velo polje (Za Ribnico in čez planino Spodnji Tosc),zahtevna označena pot
Velo polje,Stara Fužina - Velo polje,lahka označena pot
Velo polje,Uskovnica (Lom) - Velo polje (čez planino Spodnji Tosc),zahtevna označena pot
Velo polje,Uskovnica (Razpotje) - Velo polje (čez planino Spodnji Tosc),zahtevna označena pot
Vernar,Dolina Krma - Vernar,zelo zahtevno brezpotje
Vernar,Konec ceste na Pokljuki - Vernar,zelo zahtevno brezpotje
Vernar,Planina Blato - Vernar (čez Grintovico),zelo zahtevno brezpotje
Vernar,Srednja vas - Vernar (Za Ribnico in čez planino Spodnji Tosc),zelo zahtevno brezpotje
Vernar,Stara Fužina - Vernar,zelo zahtevno brezpotje
Vernar,Uskovnica (Lom) - Vernar,zelo zahtevno brezpotje
Vernar,Uskovnica (Razpotje) - Vernar,zelo zahtevno brezpotje
Veronjak / Hausberg,Slovenji Plajberk / Windisch Bleiberg - Veronjak / Hausberg (čez Veronjak / Hausberg),lahka neoznačena steza
Veronjak / Hausberg,Žabnica / Bodental - Veronjak / Hausberg,lahka neoznačena steza
Vetrh vrh,Bezgovca - Vetrh vrh,lahko brezpotje
Vevnica,Belopeška jezera - Vevnica (pot življenja / Via della Vita),izjemno zahtevna označena pot
Veška kopa/Wackendorfer Spitze,Globasnica / Globasnitz - Veška kopa/Wackendorfer Spitze,lahka označena pot
Veška kopa/Wackendorfer Spitze,Koprivna (Kumer) - Veška kopa/Wackendorfer Spitze,lahka označena pot
Veška kopa/Wackendorfer Spitze,Najberž - Veška kopa/Wackendorfer Spitze,lahka označena pot
Veška kopa/Wackendorfer Spitze,Pod Peco/Koprein Petzen - Veška kopa/Wackendorfer Spitze,lahka označena pot
Veška planina / Wackendorfer Alm,Globasnica / Globasnitz - Veška planina / Wackendorfer Alm,lahka označena pot
Vežica,Pred Belo - Vežica,delno zahtevna označena pot
Vgrizeva planina / Ogrisalm,Podnar / Bodenbauer - Vgrizeva planina / Ogrisalm,lahka označena pot
Vgrizeva planina / Ogrisalm,Slovenji Plajberk / Windisch Bleiberg - Vgrizeva planina / Ogrisalm,lahka označena pot
Vgrizeva planina / Ogrisalm,Vgriz / Ogris - Vgrizeva planina / Ogrisalm,lahka označena pot
Vgrizeva planina / Ogrisalm,Žabnica / Bodental - Vgrizeva planina / Ogrisalm,lahka označena pot
Vinska gora,Dom Lovsko športnega društva Vinska Gora - Vinska gora,lahka označena pot
Vinska gora,Prelska - Vinska gora,lahka označena pot
Vinski vrh (Vimperk),Podvin pri Polzeli - Vinski vrh (Vimperk) (po cesti),lahka označena pot
Vinski vrh (Vimperk),Podvin pri Polzeli - Vinski vrh (Vimperk) (po pešpoti),lahka označena pot
Vinski vrh (Vimperk),Polzela - Vinski vrh (Vimperk),lahka označena pot
Virnikov Grintovec,Jezerska slatina - Virnikov Grintovec,lahka neoznačena steza
Virnikov Grintovec,Jezerski vrh - Virnikov Grintovec,lahka neoznačena steza
Virnikov Grintovec,Korte / Trögern - Virnikov Grintovec,lahka označena pot
Virnikov Grintovec,Murnovo - Virnikov Grintovec,lahka označena pot
Virnikov Grintovec,Planšarsko jezero - Virnikov Grintovec,lahka neoznačena steza
Virnikov Grintovec,Zgornje Jezersko - Virnikov Grintovec,lahka označena pot
Visoka Bavha,Podkoren - Visoka Bavha,lahka neoznačena steza
Visoka Bela Špica / Cima Alta di Riobianco,Bele vode / Rio Bianco - Visoka Bela Špica / Cima Alta di Riobianco (Normalni pristop iz Zgornje škrbine Belega potoka),alpinistični vzpon
Visoka Ponca,Belopeška jezera - Visoka Ponca (ferrata),zelo zahtevna označena pot
Visoka Ponca,Belopeška jezera - Visoka Ponca (via normale),zelo zahtevna označena pot
Visoka Ponca,Dom v Tamarju - Visoka Ponca,zelo zahtevna označena pot
Visoka Vrbanova špica,Aljažev dom v Vratih - Visoka Vrbanova špica (čez Prag),zahtevna označena pot
Visoka Vrbanova špica,Dolina Kot - Visoka Vrbanova špica (mimo Staničevega doma),delno zahtevna označena pot
Visoka Vrbanova špica,Dolina Kot - Visoka Vrbanova špica (pot Lojzeta Rekarja),zelo zahtevna označena pot
Visoka Vrbanova špica,Dolina Krma - Visoka Vrbanova špica,lahka označena pot
Visoka Vrbanova špica,Konec ceste na Pokljuki - Visoka Vrbanova špica,zelo zahtevna označena pot
Visoka Vrbanova špica,Turkov rovt (Vrata) - Visoka Vrbanova špica (snežni pristop),lahko brezpotje
Visoka glava,Planina Blato - Visoka glava,lahko brezpotje
Visoka glava (na Matajurju),Avsa - Visoka glava (na Matajurju) (stara pot),lahka označena pot
Visoka peč,Dom Planica - Visoka peč (lovska pot),delno zahtevna neoznačena pot
Visoka peč,Jasna - Visoka peč (mimo Mojčinega doma),lahka neoznačena steza
Visoka peč,Kranjska Gora - Visoka peč (mimo Bedančevega doma),lahka neoznačena steza
Visoka peč,Zelenci - Visoka peč,lahko brezpotje
Visoki Kanin,D Postaja - Visoki Kanin,zelo zahtevna označena pot
Visoki Kanin,Gozdec - Visoki Kanin (mimo Doma Petra Skalarja na Kaninu),zelo zahtevna označena pot
Visoki Kanin,Gozdec - Visoki Kanin (čez Zadnji dol),zelo zahtevna označena pot
Visoki Kanin,Nevejski preval - Visoki Kanin (Via ferrata Divisione Julia),zelo zahtevna označena pot
Visoki Kanin,Nevejski preval - Visoki Kanin (Via ferrata Rosalba Grasselli),zelo zahtevna označena pot
Visoki Mavrinc,2. serpentina vršiške ceste - Visoki Mavrinc (Za Kumlehom),lahka neoznačena steza
Visoki Mavrinc,Koča na Gozdu - Visoki Mavrinc,lahka neoznačena steza
Visoki Orlov rob,Ski hotel Vogel - Visoki Orlov rob,lahka označena pot
Visoki Rokav,Poldov rovt (Vrata) - Visoki Rokav,zelo zahtevno brezpotje
Visoki Rokav,Poldov rovt (Vrata) - Visoki Rokav (preko Velikega Oltarja (po grebenu)),zelo zahtevno brezpotje
Visoki vrh,Zapornica (Belca) - Visoki vrh (po cesti),lahka neoznačena steza
Visoki vrh,Zapornica (Belca) - Visoki vrh (čez Bašinov breg),lahka neoznačena steza
Visoki vrh,Štenge - Visoki vrh (mimo Vretovega vrha),zahtevno brezpotje
Visoki vrh nad Jezerskim,Makekova Kočna - Visoki vrh nad Jezerskim,lahka neoznačena steza
Visoki vrh nad Jezerskim,Makekova Kočna - Visoki vrh nad Jezerskim (čez Javornik),lahka neoznačena steza
Visoko,Dom na Paškem Kozjaku - Visoko,lahka označena pot
Visoko,Paka pri Velenju - Visoko,lahka označena pot
Vivodnik,Bela Peč - Vivodnik (mimo vrha Seduc),lahka neoznačena steza
Vivodnik,Bela Peč - Vivodnik (čez Ovčje jame),lahka neoznačena steza
Vivodnik,Dom na Menini planini - Vivodnik,lahka označena pot
Vivodnik,Golice - Vivodnik,lahka označena pot
Vivodnik,Gornji Grad - Vivodnik (mimo Semprimožnika),lahka označena pot
Vivodnik,Hruševka - Vivodnik,lahka označena pot
Vivodnik,Lipa - Vivodnik,lahka označena pot
Vivodnik,Okrog pri Motniku - Vivodnik (čez Biba planino),lahka neoznačena steza
Vivodnik,Okrog pri Motniku - Vivodnik (čez Oseke in vrh Drč),lahka neoznačena steza
Vivodnik,Tirosek (Nova Štifta) - Vivodnik,lahka označena pot
Vivodnik,Češnjice v Tuhinju - Vivodnik,lahka neoznačena steza
Vivodnik,Črnivec - Vivodnik,lahka označena pot
Viš/Jof Fuart,Bele vode - Viš/Jof Fuart (Pot stoletnice),zelo zahtevna označena pot
Viš/Jof Fuart,Cave del Mole - Viš/Jof Fuart,zahtevna označena pot
Viš/Jof Fuart,Cave del Mole - Viš/Jof Fuart (Anita Goitan),zelo zahtevna označena pot
Viš/Jof Fuart,Nevejski preval - Viš/Jof Fuart,zahtevna označena pot
Viš/Jof Fuart,Zajzera - Viš/Jof Fuart (Severovzhodna deber),izjemno zahtevna označena pot
Višarska planina / Malga di Lussari,Trbiž / Tarviso - Višarska planina / Malga di Lussari (po servisni cesti),lahka neoznačena steza
Višarska planina / Malga di Lussari,Žabnice / Camporosso in Valcanale - Višarska planina / Malga di Lussari,lahka označena pot
Viševnik,Konec ceste na Pokljuki - Viševnik (mimo izvira Zlate vode),lahka neoznačena steza
Viševnik,Konec ceste na Pokljuki - Viševnik (čez Golo Ravan),lahka neoznačena steza
Viševnik,Konec ceste na Pokljuki - Viševnik (čez Srenjski preval),delno zahtevna označena pot
Viševnik,Medvedova konta - Viševnik,delno zahtevna označena pot
Viševnik,Planina Zajavornik - Viševnik,delno zahtevna označena pot
Viševnik,Pri Rupah - Viševnik,delno zahtevna označena pot
Viševnik,Rudno polje - Viševnik,lahka označena pot
Viševnik,Rudno polje - Viševnik (mimo izvira Zlate vode),lahka neoznačena steza
Viševnik,Rudno polje - Viševnik (skozi Zgornji Razor),lahka neoznačena steza
Viševnik,Rudno polje - Viševnik (čez Golo Ravan),lahka neoznačena steza
Viševnik,Rudno polje - Viševnik (čez Jezerce in Srenjski preval),delno zahtevna označena pot
Viševnik,Rudno polje - Viševnik (čez Kačji rob),delno zahtevna označena pot
Viševnik,Srednja vas - Viševnik (Za Ribnico in mimo izvira Zlate vode),lahka neoznačena steza
Viševnik,Srednja vas - Viševnik (Za Ribnico in čez Golo Ravan),lahka neoznačena steza
Viševnik,Srednja vas - Viševnik (Za Ribnico in čez Srenjski preval),delno zahtevna označena pot
Viševnik,Uskovnica (Lom) - Viševnik (mimo izvira Zlate vode),lahka neoznačena steza
Viševnik,Uskovnica (Lom) - Viševnik (čez Golo Ravan),lahka neoznačena steza
Viševnik,Uskovnica (Lom) - Viševnik (čez Srenjski preval),delno zahtevna označena pot
Viševnik,Uskovnica (Razpotje) - Viševnik (mimo izvira Zlate vode),lahka neoznačena steza
Viševnik,Uskovnica (Razpotje) - Viševnik (čez Golo Ravan),lahka neoznačena steza
Viševnik,Uskovnica (Razpotje) - Viševnik (čez Srenjski preval),delno zahtevna označena pot
Viška planina,Cave del Mole - Viška planina,lahka označena pot
Vodnikov Vršac (Vršac nad Zadnjico),Koča pri Savici - Vodnikov Vršac (Vršac nad Zadnjico),zahtevna označena pot
Vodnikov Vršac (Vršac nad Zadnjico),Trenta - Vodnikov Vršac (Vršac nad Zadnjico),lahko brezpotje
Vodnikov Vršac (Vršac nad Zadnjico),Zadnjica - Vodnikov Vršac (Vršac nad Zadnjico),lahko brezpotje
Vodnikov Vršac (Vršac nad Zadnjico),Zadnjica - Vodnikov Vršac (Vršac nad Zadnjico) (pot Mire Marko Debelakove),zelo zahtevna označena pot
Vodnikov dom na Velem polju,Dolina Krma - Vodnikov dom na Velem polju,lahka označena pot
Vodnikov dom na Velem polju,Konec ceste na Pokljuki - Vodnikov dom na Velem polju,lahka označena pot
Vodnikov dom na Velem polju,Planina Blato - Vodnikov dom na Velem polju (čez Grintovico),lahka neoznačena steza
Vodnikov dom na Velem polju,Rudno polje - Vodnikov dom na Velem polju,lahka označena pot
Vodnikov dom na Velem polju,Srednja vas - Vodnikov dom na Velem polju (Za Ribnico in čez planino Spodnji Tosc),zahtevna označena pot
Vodnikov dom na Velem polju,Stara Fužina - Vodnikov dom na Velem polju,lahka označena pot
Vodnikov dom na Velem polju,Uskovnica (Lom) - Vodnikov dom na Velem polju (čez planino Spodnji Tosc),zahtevna označena pot
Vodnikov dom na Velem polju,Uskovnica (Razpotje) - Vodnikov dom na Velem polju (čez planino Spodnji Tosc),zahtevna označena pot
Vodnikov razglednik,Jereka - Vodnikov razglednik,lahka označena pot
Vodnikov razglednik,Koprivnik v Bohinju - Vodnikov razglednik,lahka označena pot
Vodotočno jezero (Veža),Lovska koča na Brežičih - Vodotočno jezero (Veža) (pod Lastovcem prek Starih štal),zahtevna neoznačena steza
Vodotočno jezero (Veža),Lovska koča na Brežičih - Vodotočno jezero (Veža) (čez Desko),lahka neoznačena steza
Vodotočno jezero (Veža),Planina Podvežak - Vodotočno jezero (Veža),lahka označena pot
Vodotočno jezero (Veža),Za Loncem - Vodotočno jezero (Veža),lahka označena pot
Vogel,Kneške Ravne (Prošček) - Vogel (mimo Koče na planini Razor),lahka neoznačena steza
Vogel,Kneške Ravne (Prošček) - Vogel (čez Žabiški Kuk),lahka neoznačena steza
Vogel,Kneške Ravne - Vogel (mimo Koče na planini Razor),lahka neoznačena steza
Vogel,Kneške Ravne - Vogel (čez Vogel malo drugače),zahtevno brezpotje
Vogel,Kneške Ravne - Vogel (čez Žabiški Kuk),lahka neoznačena steza
Vogel,Planina Kuk - Vogel (direktna pot),lahka označena pot
Vogel,Planina Kuk - Vogel (čez Globoko),lahka označena pot
Vogel,Planina Storeča raven - Vogel (mimo zgornje postaje sedežnice Zadnji Vogel),lahka označena pot
Vogel,Planina Storeča raven - Vogel (pod pobočji Orlovih glav),lahka označena pot
Vogel,Ski hotel Vogel - Vogel (mimo zgornje postaje sedežnice Zadnji Vogel),lahka označena pot
Vogel,Ski hotel Vogel - Vogel (pod pobočji Orlovih glav),lahka označena pot
Vogel,Ski hotel Vogel - Vogel (čez planino Zadnji Vogel),lahka označena pot
Vogel,Ski hotel Vogel - Vogel (čez sedlo Šija),lahka označena pot
Vogel,Tolminske Ravne - Vogel (po mulatjeri in čez Globoko),lahka označena pot
Vogel,Tolminske Ravne - Vogel (po mulatjeri),lahka označena pot
Vogel,Tolminske Ravne - Vogel (strma pot in čez Globoko),zahtevna označena pot
Vogel,Tolminske Ravne - Vogel (strma pot),zahtevna označena pot
Vogel,Ukanc - Vogel (čez planino Zadnji Vogel),lahka označena pot
Vogel (nad Lepeno),Dom v Lepeni - Vogel (nad Lepeno),zahtevno brezpotje
Vogel (nad Lepeno),Lepena - Vogel (nad Lepeno) (čez planino Zagreben),zahtevno brezpotje
Volinjak,Leše - Volinjak (mimo Hermanka),lahka označena pot
Volinjak,Leše - Volinjak (mimo Praparja),lahka označena pot
Volinjak,Mežica - Volinjak,lahka označena pot
Volinjak,Poljana - Volinjak (mimo Leških cerkva in Hermanka),lahka označena pot
Volinjak,Poljana - Volinjak (mimo Leških cerkva in Praparja),lahka označena pot
Volinjak,Poljana - Volinjak (mimo Stovčnika),lahka označena pot
Votlina Kralja Matjaža,Podpeca (Helenski potok) - Votlina Kralja Matjaža (čez Mirjance),lahka označena pot
Votlina Kralja Matjaža,Rudnik v Topli - Votlina Kralja Matjaža,lahka označena pot
Votlina Kralja Matjaža,Topla (Burjak) - Votlina Kralja Matjaža,lahka označena pot
Vovar,Nevlje pri Kamniku - Vovar,lahka neoznačena steza
Vošca,Jureževa planina - Vošca,lahka neoznačena steza
Vošca,Log - Vošca,lahka neoznačena steza
Vošca,Srednji Vrh - Vošca (čez Jureževo planino),lahka neoznačena steza
Vošca,Srednji Vrh - Vošca (čez Zajčnik),lahka neoznačena steza
Vošca,Srednji vrh - Vošca,lahka neoznačena steza
Vošca,Srnjak - Vošca,lahka neoznačena steza
Vošni vrh,Radovna - Vošni vrh,lahka neoznačena steza
Vrata,Gozd - Vrata,lahko brezpotje
Vratca,Makekova Kočna - Vratca,zahtevna označena pot
Vratca,Ravenska Kočna - Vratca (mimo žičnice),zahtevna označena pot
Vratca,Ravenska Kočna - Vratca (po ferati),izjemno zahtevna označena pot
Vratca,Ravenska Kočna - Vratca (umik Žrela),zahtevna označena pot
Vratca,Ravenska Kočna - Vratca (čez Štularjevo planino),zahtevna označena pot
Vrh Bače,Bohinjsko sedlo - Vrh Bače,lahka označena pot
Vrh Bače,Petrovo Brdo - Vrh Bače,lahka označena pot
Vrh Bače,Podbrdo - Vrh Bače,lahka označena pot
Vrh Brda / Cima Verde,Pecol - Vrh Brda / Cima Verde,zelo zahtevna neoznačena steza
